MonthReportedtoMSHP,DateOccured,NewCrimeIndicator,UnfoundedCrimeIndicator,AdministrativeAdjustmentIndicator,Count,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
2010-07,07/23/2010 19:44,Y, , ,1, 31111,1,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,0,OHIO AVE / OSAGE ST,16, , , , ,897515.8,1001275
2010-07,07/23/2010 19:56,Y, , ,1,182130,5,DRUGS-POSSESSION/HEROIN,4330,N FLORISSANT AVE,67, , ,4330,FLORISSANT,903330.8,1032137
2010-07,07/23/2010 20:00,Y, , ,1, 92000,9,SIMPLE ASSAULT-HARRASSMENT,4424,OAKLAND AVE,39, , ,4424,OAKLAND,888846.9,1017339
2010-07,07/23/2010 20:00,Y, , ,1, 91123,5,SIMPLE ASSAULT-CHILD/NO INJURY,2800,HADLEY ST,63, ,WEST ALLEY,2800,HADLEY,907275.9,1026435
2010-07,07/23/2010 20:00,Y, , ,1, 43014,1,ASSLT-AGGRAV-OTH-WPN-1ST-ADULT-DOMESTIC,4321,EICHELBERGER ST,5, , ,4321,EICHELBERGER,886299.9,999815.4
2010-07,07/23/2010 20:00,Y, , ,1,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3015,N 23RD ST,60, , ,3015,23RD,904022.6,1027132
2010-07,07/23/2010 20:00,Y, , ,1,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,0,N 17TH ST / WASHINGT,36, , , , ,904911.7,1019572
2010-07,07/23/2010 20:03,Y, , ,1,182400,1,DRUGS-POSSESSION/MARIJUANA,4238,CALIFORNIA AVE,17, , , , ,896564.9,999537.5
2010-07,07/23/2010 20:15,Y, , ,1, 67701,4,LARCENY-FROM BUILDING UNDER $500,0,N BROADWAY / CASS AV,64, , , , ,909943.2,1021837
2010-07,07/23/2010 20:20,Y, , ,1,182250,6,DRUGS-POSSESSION/COCAINE,6173,LAURA AVE,76, , ,6173,LAURA,888017.1,1044644
2010-07,07/23/2010 20:30,Y, , ,1,142320,8,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4555,MCMILLAN AVE,54, , ,4555,MCMILLAN,890677.1,1026988
2010-07,07/23/2010 20:40,Y, , ,1,182250,3,DRUGS-POSSESSION/COCAINE,3726,WINNEBAGO ST,15, , ,3600,WINNEBAGO,892318.3,1003876
2010-07,07/23/2010 21:00,Y, , ,1, 65701,3,LARCENY-MTR VEH PARTS UNDER $500,3415,S SPRING AVE,15, , ,3801,FAIRVIEW,892371.1,1005951
2010-07,07/23/2010 21:00,Y, , ,1,266510,3,PUBLIC ORDER-TRESPASSING,3751,S JEFFERSON AVE,19,QUIKTRIP, ,3751,JEFFERSON,898162.7,1002525
2010-07,07/23/2010 21:00,Y, , ,1, 51212,3,BURGLARY-RESIDENCE/NIT/FORCE ENT/UNOCCUPIED,3449,TEXAS AVE,19, ,1F,3449,TEXAS,898163.9,1004539
2010-07,07/23/2010 21:00,Y, , ,1,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,6904,WISE AVE,44, ,IN FRONT OF RESIDENCE,6904,WISE,875958.8,1017936
