Complaint,CodedMonth,DateOccur,FlagCrime,FlagUnfounded,FlagAdministrative,Count,FlagCleanup,Crime,District,Description,ILEADSAddress,ILEADSStreet,Neighborhood,LocationName,LocationComment,CADAddress,CADStreet,XCoord,YCoord
15-051011,2015-10,10/6/2015 16:34,Y, , ,1, ,250000,2,LOITERING-BEGGING,1000,S KINGSHIGHWAY BLVD,39, ,EASTBOUND EXIT RAMP, , ,887535.5,1018450
15-051010,2015-10,10/6/2015 16:35,Y, , ,1, ,31421,6,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,3968,SULLIVAN AVE,56, , , , ,898117.5,1029833
15-051015,2015-10,10/6/2015 16:45,Y, , ,1, ,63701,1,LARCENY-SHOPLIFT UNDER $500,4660,CHIPPEWA ST,5,SHOP  N SAVE, ,4660,CHIPPEWA,885362.3,1003846
15-051017,2015-10,10/6/2015 17:00,Y, , ,1, ,61601,6,"LARCENY-PICKPOCKET $500-$24,999",5423,WREN AVE,72, , ,5423,WREN,891715.9,1044071
15-051013,2015-10,10/6/2015 17:00,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,4164,S GRAND BLVD,16,SOUTH GRAND CORRIDOR,DUTCHTOWN NEIGHBORHOOD, , ,893428.3,1000548
15-051020,2015-10,10/6/2015 17:03,Y, , ,1, ,182250,1,DRUGS-POSSESSION/COCAINE,6521,MINNESOTA AVE,1, , ,6521,MINNESOTA,891265.7,991551.1
15-051021,2015-10,10/6/2015 17:19,Y, , ,1, ,266999,1,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,3500,MERAMEC ST,16, , , , ,893412.4,1000448
15-051028,2015-10,10/6/2015 17:30,Y, , ,1, ,63701,4,LARCENY-SHOPLIFT UNDER $500,4038,N GRAND BLVD,67,DOLLAR GENERAL, ,4038,GRAND,901867.4,1030898
15-051024,2015-10,10/6/2015 17:58,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,3601,N GRAND BLVD,59, , , , ,900822.3,1029499
15-051357,2015-10,10/6/2015 18:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,5545,WELLS AVE,78, , ,5545,WELLS,884581.3,1032106
15-051222,2015-10,10/6/2015 18:00,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",4231,MCPHERSON AVE,38, , ,4231,MCPHERSON,892083.6,1023155
15-051036,2015-10,10/6/2015 18:20,Y, , ,1, ,10000,6,HOMICIDE,1966,E WARNE AVE,66, , ,1960,WARNE,901523.4,1035018
15-051049,2015-10,10/6/2015 18:44,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2810,N 19TH ST,60, , , , ,905669.1,1026028
15-051049,2015-10,10/6/2015 18:44,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2810,N 19TH ST,60, , , , ,905669.1,1026028
15-051049,2015-10,10/6/2015 18:44,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,2810,N 19TH ST,60, , , , ,905669.1,1026028
15-053549,2015-10,10/6/2015 18:45,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1300,AUBERT AVE,53, , ,1300,AUBERT,888581.4,1029162
15-051038,2015-10,10/6/2015 18:45,Y, , ,1, ,36211,5,ROBBERY-COMMERCE PL/KNIFE USED/SUCCESS,1300,AUBERT AVE,53, , ,1300,AUBERT,888581.4,1029162
15-051040,2015-10,10/6/2015 18:45,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,2800,N 19TH ST,60, ,ALIAS 19TH/ST LOUIS, , ,905669.1,1026028
15-051046,2015-10,10/6/2015 18:50,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,3640,MINNESOTA AVE,19, ,APT A,3640,MINNESOTA,895880.7,1003645
15-051044,2015-10,10/6/2015 18:50,Y, , ,1, ,63701,4,LARCENY-SHOPLIFT UNDER $500,4038,N GRAND BLVD,67,DOLLAR GENERAL, ,4038,GRAND,901867.4,1030898
15-051034,2015-10,10/6/2015 18:58,Y, , ,1, ,229999,3,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,4130,S GRAND BLVD,16, , ,4130,GRAND,893388.9,1000727
15-051263,2015-10,10/6/2015 19:00,Y, , ,1, ,72113,3,AUTO THEFT-TRUCK/PERM RETNT/UNRECOV OVER 48HR,3018,EADS AVE,31, , ,3018,EADS,897428.9,1013775
15-051122,2015-10,10/6/2015 19:00,Y, , ,1, ,142320,2,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3840,POTOMAC ST,15, , ,3436,POTOMAC,892172.8,1005396
15-051048,2015-10,10/6/2015 19:00,Y, , ,1, ,91114,5,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",5353,RIDGE AVE,78, , ,5353,RIDGE,885520.5,1030907
15-051039,2015-10,10/6/2015 19:09,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,35,S GRAND BLVD,37, , ,35,GRAND,896073.6,1019677
15-051045,2015-10,10/6/2015 19:25,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",1001,HICKORY ST,34, , ,1141,9TH,905666.1,1013498
15-051132,2015-10,10/6/2015 19:30,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",520,LUCAS AVE,35, , , , ,909402.8,1018714
15-051064,2015-10,10/6/2015 19:45,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3300,GOODFELLOW,50, , ,5672,GREER,885512.5,1036648
15-051083,2015-10,10/6/2015 19:45,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,3323,WASHINGTON AVE,77, , ,3323,WASHINGTON,898186.3,1021320
15-051062,2015-10,10/6/2015 19:47,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,0,PAGE BLVD / SKINKER PKWY,48, , , , ,880273.4,1033004
15-051051,2015-10,10/6/2015 19:50,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,700,N BROADWAY,35, ,STREET/SIDEWALK, , ,909520.3,1018744
15-051109,2015-10,10/6/2015 20:00,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,3501,WASHINGTON AVE,77, , ,3501,WASHINGTON,897461.1,1021510
15-051135,2015-10,10/6/2015 20:00,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,901,OLIVE ST,35, , ,901,OLIVE,907777.6,1018012
15-051056,2015-10,10/6/2015 20:06,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,1817,PRESERVATION PL,61, , ,1817,PRESERVATION,905601,1022346
15-051065,2015-10,10/6/2015 20:20,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,303,N 17TH ST,36,BUTLER BROTHERS, , , ,904673.6,1018828
15-051072,2015-10,10/6/2015 20:20,Y, , ,1, ,182999,4,DRUGS-POSSESSION/OTHR UNSPEC DRUG,3519,HEBERT ST,59, , ,3100,GRAND,900917.1,1029020
15-051116,2015-10,10/6/2015 20:30,Y, , ,1, ,64601,2,"LARCENY-FROM MTR VEH $500 - $24,999",4456,BECK AVE,15, , ,4456,BECK,886416.9,1004507
15-051060,2015-10,10/6/2015 20:37,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,8773,N BROADWAY,74, , ,8773,BROADWAY,897533.3,1052221
15-051081,2015-10,10/6/2015 20:40,Y, , ,1, ,130000,6,"STOLEN PROPERTY-BUYING,RECEIVING,POSSESSING,ET",9101,RIVERVIEW DR,74, , , , ,899457,1054369
15-051201,2015-10,10/6/2015 20:42,Y, , ,1, ,63601,1,"LARCENY-SHOPLIFT $500 - $24,999",932,LOUGHBOROUGH AVE,1, ,@LOUGHBOROUGH COMMONS - LOWE S,932,LOUGHBOROUGH,888524.2,991611.8
15-051119,2015-10,10/6/2015 20:45,Y, , ,1, ,64711,1,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,5023,NOTTINGHAM AVE,7, , ,5023,NOTTINGHAM,883266,1002200
15-051067,2015-10,10/6/2015 20:46,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3611,RUTGER ST,29, , ,3610,RUTGER,894815.8,1015997
15-051074,2015-10,10/6/2015 20:50,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,0,NEWBY ST / RIVERVIEW BLVD,74, , , , ,895881.5,1052306
15-051246,2015-10,10/6/2015 21:00,Y, , ,1, ,67701,4,LARCENY-FROM BUILDING UNDER $500,2926,SAMUEL SHEPARD DR,37, , ,2926,SAMUEL SHEPARD,900393.5,1020980
15-051154,2015-10,10/6/2015 21:00,Y, , ,1, ,66601,5,"LARCENY-BICYCLES $500 - $24,999",4065,WEST PINE BLVD,38, , ,4065,WEST PINE,892801.9,1021557
15-051084,2015-10,10/6/2015 21:03,Y, , ,1, ,182400,4,DRUGS-POSSESSION/MARIJUANA,4035,GROVE ST,67, , , , ,902474.9,1030451
15-051096,2015-10,10/6/2015 21:10,Y, , ,1, ,63701,5,LARCENY-SHOPLIFT UNDER $500,4171,LINDELL BLVD,38,SCHNUCK S,SCHNUCKS,4171,LINDELL,892104.8,1022153
15-051076,2015-10,10/6/2015 21:10,Y, , ,1, ,31421,1,ROBBERY-HIGHWAY  /STRNGARM/NO INJ/SUCCESS,1021,BATES ST,1, , ,1021,BATES,890882.9,995763.8
15-051079,2015-10,10/6/2015 21:15,Y, , ,1, ,41016,6,ASSLT-AGGRAV-FIREARM-3RD-ADULT-DOMESTIC,4234,W KOSSUTH AVE,68, , ,4234,KOSSUTH,896675.4,1033777
15-051070,2015-10,10/6/2015 21:20,Y, , ,1, ,250000,4,LOITERING-BEGGING,300,CARR ST,35, , , , ,910117.3,1019851
15-051075,2015-10,10/6/2015 21:28,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,400,N 6TH ST,35, ,STREET/SIDEWALK, , ,908992.6,1018056
15-051117,2015-10,10/6/2015 21:30,Y, , ,1, ,64601,5,"LARCENY-FROM MTR VEH $500 - $24,999",5560,PERSHING AVE,47, , ,5560,PERSHING,882727.9,1024820
15-051077,2015-10,10/6/2015 21:35,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,800,PINE ST,35, ,CITY STREET, , ,907783.3,1017500
15-051086,2015-10,10/6/2015 21:35,Y, , ,1, ,41011,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 1ST DEGREE,5129,NORTHLAND AVE,52, , ,5129,NORTHLAND,888704.8,1033083
15-051149,2015-10,10/6/2015 22:00,Y, , ,1, ,69702,2,LARCENY-ALL OTHER UNDER $500,5335,ARSENAL ST,13, , ,5335,ARSENAL,883895.5,1009626
15-051268,2015-10,10/6/2015 22:00,Y, , ,1, ,64601,4,"LARCENY-FROM MTR VEH $500 - $24,999",400,MEMORIAL DR,35, , ,400,4TH,909780.8,1017036
15-051087,2015-10,10/6/2015 22:20,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,763,AUBERT AVE,53, ,SIDEWALK,904,AUBERT,888135.2,1026839
15-051085,2015-10,10/6/2015 22:21,Y, , ,1, ,266510,4,PUBLIC ORDER-TRESPASSING,201,N 17TH ST,36,SEVEN ELEVEN, , , ,904517.3,1018616
15-051138,2015-10,10/6/2015 23:00,Y, , ,1, ,65701,5,LARCENY-MTR VEH PARTS UNDER $500,4123,KENNERLY AVE,57, , ,4123,KENNERLY,896376.9,1028916
15-051088,2015-10,10/6/2015 23:04,Y, , ,1, ,263299,3,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,0,S GRAND BLVD / MAGNOLIA AVE,25, , , , ,894131.7,1009779
15-051092,2015-10,10/6/2015 23:15,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,7865,COSTA PL,1, , ,7865,COSTA,886296.4,989353
15-051091,2015-10,10/6/2015 23:15,Y, , ,1, ,182130,3,DRUGS-POSSESSION/HEROIN,3536,ARKANSAS AVE,19, , ,3536,ARKANSAS,894033.1,1004630
15-051095,2015-10,10/6/2015 23:34,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4500,DR MARTIN LUTHER KING DR,54, , , , ,892051.2,1028407
15-051125,2015-10,10/7/2015 0:01,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,2002,MCCAUSLAND AVE,43, , , , ,875040.9,1015178
15-051097,2015-10,10/7/2015 0:02,Y, , ,1, ,142320,1,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4020,SCHILLER PL,5, , ,4020,SCHILLER,888031.8,998301.5
15-051900,2015-10,10/7/2015 0:05,Y, , ,1, ,91114,4,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",110,N 17TH ST,36, , ,110,17TH,904545.1,1018315
15-051099,2015-10,10/7/2015 0:11,Y, , ,1, ,91114,1,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",7850,RIO SILVA PL,1, , ,7850,RIO SILVA,886065.6,989710.8
15-051098,2015-10,10/7/2015 0:20,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,9909,RIVERVIEW DR,75, , ,9909,RIVERVIEW,905528.9,1059778
15-051118,2015-10,10/7/2015 1:00,Y, , ,1, ,65601,2,"LARCENY-MTR VEH PARTS $500 - $24,999",5401,SUTHERLAND AVE,7, , ,5401,SUTHERLAND,881958.7,1003691
15-051142,2015-10,10/7/2015 1:00,Y, , ,1, ,71030,5,AUTO THEFT-PERM RETNT/JOY RIDE,4862,PAGE BLVD,53, , ,4862,PAGE,889211,1028949
15-051100,2015-10,10/7/2015 1:19,Y, , ,1, ,52212,5,BURGLARY-BUSINESS/NIT/FORCE ENT/UNOCCUPIE,3436,UNION BLVD,52,ROYALS FOOD AND LIQUOR, ,3436,UNION,889172.6,1035942
15-051104,2015-10,10/7/2015 1:26,Y, , ,1, ,41013,5,AGG.ASSAULT-FIREARM/CITIZEN ADULT 3RD DEGREE,956,HAMILTON AVE,48, ,2ND FLOOR,956,HAMILTON,880401.1,1029594
15-051198,2015-10,10/7/2015 1:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N JEFFERSON AVE / N MARKET ST,59, , , , ,902218.5,1025435
15-051102,2015-10,10/7/2015 1:51,Y, , ,1, ,182130,4,DRUGS-POSSESSION/HEROIN,3510,CARTER AVE,67, , , , ,902810.8,1032152
15-051103,2015-10,10/7/2015 1:55,Y, , ,1, ,182400,6,DRUGS-POSSESSION/MARIJUANA,4728,ASHLAND CT,55, , ,4728,ASHLAND,892479.5,1033355
15-051111,2015-10,10/7/2015 2:00,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,3940,ST FERDINAND AVE,56, ,LOCATED BEHIND ABOVE ADDRESS IN ALLE,3940,ST FERDINAND,897077.1,1027391
15-051106,2015-10,10/7/2015 3:15,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4100,VIRGINIA AVE,16, , ,4100,VIRGINIA,894449,1000921
15-051107,2015-10,10/7/2015 4:29,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5724,KINGSBURY PL,46, , ,5724,KINGSBURY,881260.4,1026159
15-051108,2015-10,10/7/2015 5:08,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4123,KENNERLY AVE,57, , ,4123,KENNERLY,896376.9,1028916
15-051351,2015-10,10/7/2015 6:00,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,5300,RIVER DES PERES BLVD,88, , ,3157,SUBLETTE,876855.8,995593.6
15-051188,2015-10,10/7/2015 6:00,Y, , ,1, ,51122,3,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,3643,PENNSYLVANIA AVE,19, , ,3643,PENNSYLVANIA,896018.1,1003601
15-051114,2015-10,10/7/2015 6:45,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,0,GRAVOIS AVE / I 55 NORTHBOUND,21, , , , ,902641.6,1010681
15-051112,2015-10,10/7/2015 6:57,Y, , ,1, ,64701,4,LARCENY-FROM MTR VEH UNDER $500,1100,LOCUST ST,35, , , , ,907144.1,1018359
15-051258,2015-10,10/7/2015 7:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,4949,BARNES JEWISH HOSPITAL PLZ,38,BARNES JEWISH HOSPITAL, ,4748,BEACON,887396.8,1020150
15-051338,2015-10,10/7/2015 7:15,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,3953,FAIRVIEW AVE,15, , ,3953,FAIRVIEW,890861.9,1005825
15-051229,2015-10,10/7/2015 7:30,Y, , ,1, ,51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,1314,CARROLL ST,33, ,APT A,1314,CARROLL,904069.5,1012650
15-051257,2015-10,10/7/2015 7:30,Y, , ,1, ,51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4215,WEST BELLE PL,58, , ,4215,WEST BELLE,893227,1025367
15-051113,2015-10,10/7/2015 7:37,Y, , ,1, ,266999,4,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,600,GRATIOT ST,35, , , , ,907533.1,1014334
15-051124,2015-10,10/7/2015 7:38,Y, , ,1, ,31111,3,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2719,KEOKUK ST,16, , ,2703,KEOKUK,897271.9,1001966
15-051123,2015-10,10/7/2015 7:40,Y, , ,1, ,265321,1,LEAVING SCENE OF ACCIDENT,0,S BROADWAY / STEINS ST,2, ,STREET, , ,889459.1,988246.1
15-051128,2015-10,10/7/2015 7:52,Y, , ,1, ,31111,6,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,1019,BADEN AVE,74, , , , ,896286,1047808
15-051252,2015-10,10/7/2015 8:00,Y, , ,1, ,64711,2,LARCENY-FROM MTR VEH UNDER $500  /ATTEMPT,0,JEFFERSON DR / WELLS DR,82, , , , ,885678.1,1021302
15-051126,2015-10,10/7/2015 8:01,Y, , ,1, ,265321,2,LEAVING SCENE OF ACCIDENT,0,FOREST AVE / GLADES AVE,43, , , , ,875651,1015094
15-051129,2015-10,10/7/2015 8:10,Y, , ,1, ,265321,5,LEAVING SCENE OF ACCIDENT,4000,ST LOUIS AVE,56, , , , ,897497.2,1028915
15-051141,2015-10,10/7/2015 8:26,Y, , ,1, ,182250,3,DRUGS-POSSESSION/COCAINE,3552,S GRAND BLVD,19,DUTCHTOWN, , , ,893507.2,1004531
15-051133,2015-10,10/7/2015 8:40,Y, , ,1, ,265321,4,LEAVING SCENE OF ACCIDENT,0,N 20TH ST / SALISBURY ST,65, , , , ,905121.1,1029359
15-051168,2015-10,10/7/2015 8:55,Y, , ,1, ,10000,3,HOMICIDE,2019,S JEFFERSON AVE,24, , , , ,899599.5,1011610
15-051167,2015-10,10/7/2015 9:00,Y, , ,1, ,151110,5,WEAPONS-STATE VIOL/UNLWFL USE/POSSESSION,1297,OAK CT,48, , ,1297,OAK,880862.6,1032504
15-052867,2015-10,10/7/2015 9:00,Y, , ,1, ,67601,2,"LARCENY-FROM BUILDING $500 - $24,999",6721,PERNOD AVE,9, , ,6721,PERNOD,875426.4,1006792
15-051368,2015-10,10/7/2015 9:00,Y, , ,1, ,65701,6,LARCENY-MTR VEH PARTS UNDER $500,3915,N KINGSHIGHWAY BLVD,69, , , , ,891272.9,1035603
15-051158,2015-10,10/7/2015 9:25,Y, , ,1, ,51112,5,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,4919,TERRY AVE,55, ,RESIDENCE,4919,TERRY,890520.5,1032912
15-051147,2015-10,10/7/2015 10:00,Y, , ,1, ,71030,4,AUTO THEFT-PERM RETNT/JOY RIDE,3815,N 21ST ST,65,SHREVES ENGINE REBUILDING, ,2100,MALLINCKRODT,904394.6,1029740
15-051227,2015-10,10/7/2015 10:00,Y, , ,1, ,51112,3,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,3345,INDIANA AVE,22, , ,3343,INDIANA,898955.9,1005124
15-051405,2015-10,10/7/2015 10:00,Y, , ,1, ,67701,5,LARCENY-FROM BUILDING UNDER $500,114,N TAYLOR AVE,38,GRANT MEDICAL CENTER, ,114,TAYLOR,889341.3,1022535
15-051194,2015-10,10/7/2015 10:00,Y, , ,1, ,51130,5,BURGLARY-RESIDENCE/DAY/ATT FORCE ENTRY,1321,MONTCLAIR AVE,78, ,VACANT - UNDER RENOVATION,1321,MONTCLAIR,883431.8,1031160
15-051159,2015-10,10/7/2015 10:12,Y, , ,1, ,63701,4,LARCENY-SHOPLIFT UNDER $500,4038,N GRAND BLVD,67,DOLLAR GENERAL, ,4038,GRAND,901867.4,1030898
15-051170,2015-10,10/7/2015 10:15,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,5882,DR MARTIN LUTHER KING DR,78, , ,5882,DR MARTIN LUTHER KING,882431.9,1034034
15-051238,2015-10,10/7/2015 10:30,Y, , ,1, ,67701,6,LARCENY-FROM BUILDING UNDER $500,4414,ASHLAND AVE,56, ,DUPLEX,4414,ASHLAND,894803.8,1032060
15-051165,2015-10,10/7/2015 10:30,Y, , ,1, ,69702,5,LARCENY-ALL OTHER UNDER $500,0,KENSINGTON AVE / UNION BLVD,51, , , , ,885048.8,1027364
15-051162,2015-10,10/7/2015 10:42,Y, , ,1, ,265321,3,LEAVING SCENE OF ACCIDENT,2851,GRAVOIS AVE,24, , , , ,897916.5,1008451
15-051175,2015-10,10/7/2015 10:47,Y, , ,1, ,91113,4,SIMPLE ASSAULT-ADULT/NO INJURY,1451,N 16TH,61,PRESERVATION SQUARE, , , ,0,0
15-051174,2015-10,10/7/2015 10:50,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1394,HODIAMONT AVE,78, , ,1394,HODIAMONT,881038.2,1033729
15-051161,2015-10,10/7/2015 10:58,Y, , ,1, ,43012,3,AGG.ASSAULT-OTH DANG WEP/CTZEN ADLT 2ND DEGREE,3751,S JEFFERSON AVE,19,MOTO MART, , , ,898162.7,1002525
15-051176,2015-10,10/7/2015 11:00,Y, , ,1, ,266999,5,PUBLIC ORDER-OTHR UNSPC PBLC ORDER VIOLATION,1423,HODIAMONT AVE,78, , ,1423,HODIAMONT,881068.3,1034193
15-051206,2015-10,10/7/2015 11:00,Y, , ,1, ,51122,1,BURGLARY-RESIDENCE/DAY/UNLAW ENT/UNOCCUPIED,4347,CALIFORNIA AVE,17, , ,4347,CALIFORNIA,896266.1,998807.8
15-051164,2015-10,10/7/2015 11:09,Y, , ,1, ,142320,5,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,431,LAUREL ST,46, , ,5804,DE GIVERVILLE,880337.2,1026011
15-051183,2015-10,10/7/2015 11:15,Y, , ,1, ,142320,4,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,4105,PLEASANT ST,67, ,APT A,4105,PLEASANT,902355.3,1030716
15-051179,2015-10,10/7/2015 11:48,Y, , ,1, ,31112,4,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,3520,NATURAL BRIDGE AVE,59,BP GAS STATION, , , ,901199.4,1029504
15-051182,2015-10,10/7/2015 11:50,Y, , ,1, ,241100,2,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,4989,ARSENAL ST,13, , ,4989,ARSENAL,885210.7,1009458
15-051178,2015-10,10/7/2015 11:55,Y, , ,1, ,229999,4,LIQUOR LAWS-OTHR UNSPEC LIQ OFFNSE,1303,WASHINGTON AVE,36, , , , ,906331.1,1019267
15-051217,2015-10,10/7/2015 12:00,Y, , ,1, ,31111,5,ROBBERY-HIGHWAY  /FIREARM USED/SUCCESSFUL,2700,GOODFELLOW BLVD,50, , , , ,884107.9,1035372
15-051429,2015-10,10/7/2015 12:00,Y, , ,1, ,69602,3,"LARCENY-ALL OTHER $500 - $24,999",3461,UTAH ST,25, ,REAR,3461,UTAH,894274.4,1006438
15-052115,2015-10,10/7/2015 12:00,Y, , ,1, ,51322,2,BURGLARY-RESDNCE/UNK TIM/UNLW EN/UNOCCUPIED,1126,SANFORD AVE,42, , ,1126,SANFORD,878652.4,1018066
15-051207,2015-10,10/7/2015 12:02,Y, , ,1, ,151130,3,WEAPONS-STATE VIOL/UNLWFL USE/CARRYING,3141,CHIPPEWA ST,19, ,RESIDENCE,3141,CHIPPEWA,895260.4,1002983
15-051186,2015-10,10/7/2015 12:05,Y, , ,1, ,31112,5,ROBBERY-HIGHWAY     /FIREARM USED/ATTEMPT,803,N KINGSHIGHWAY BLVD,51,CHURCH S CHICKEN, ,803,KINGSHIGHWAY,887828.7,1026617
15-051196,2015-10,10/7/2015 12:17,Y, , ,1, ,182400,3,DRUGS-POSSESSION/MARIJUANA,1001,HICKORY ST,34,LASALLE, , , ,905666.1,1013498
15-051192,2015-10,10/7/2015 12:51,Y, , ,1, ,142320,3,DESTRUCTION OF PROPERTY-MALICIOUS/PRIV PROP,2101,CHIPPEWA ST,18, , ,2101,CHIPPEWA,899208.8,1002327
15-051211,2015-10,10/7/2015 13:00,Y, , ,1, ,44013,2,"AGG.ASSAULT-HNDS,FST,FEET/CTZEN ADLT 3RD DEGRE",0,S GRAND BLVD / PHILLIPS PL,15, , , , ,893334.4,1003517
15-051195,2015-10,10/7/2015 13:05,Y, , ,1, ,241100,4,DISORDERLY CONDUCT-PEACE DSTRB/INDIVIDUAL,701,WASHINGTON AVE,35, , , , ,908503.2,1018758
15-051208,2015-10,10/7/2015 13:14,Y, , ,1, ,182400,2,DRUGS-POSSESSION/MARIJUANA,3714,FAIRVIEW AVE,15, , , , ,892602.1,1005589
15-051213,2015-10,10/7/2015 13:20,Y, , ,1, ,64701,2,LARCENY-FROM MTR VEH UNDER $500,5233,WELLS DR,82, , , , ,885678.1,1021302
15-051202,2015-10,10/7/2015 13:25,Y, , ,1, ,91114,3,"ASSAULT, ADULT, AGE 17 AND UP-DOMESTIC",2629,LOUISIANA AVE,25, , ,2629,LOUISIANA,895337.6,1009841
15-051722,2015-10,10/7/2015 13:30,Y, , ,1, ,51312,1,BURGLARY-RESDNCE/UNK TIM/FORC ENT/UNOCCUPIED,4351,CALIFORNIA AVE,17, , ,4351,CALIFORNIA,896266.1,998807.8
15-051199,2015-10,10/7/2015 13:36,Y, , ,1, ,265321,6,LEAVING SCENE OF ACCIDENT,4707,GOODFELLOW BLVD,70, , , , ,886868.4,1043033
15-051205,2015-10,10/7/2015 14:00,Y, , ,1, ,263299,6,OBSTRUCT GOVRN OP-JUDIC/OTHR UNSPC JUDIC VIOL,5337,RUSKIN AVE,71, , ,5337,RUSKIN,893717.6,1040650
15-051251,2015-10,10/7/2015 14:00,Y, , ,1, ,51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5515,IDAHO AVE,1, , ,5515,IDAHO,891770.4,995526.8
15-051251,2015-10,10/7/2015 14:00, , , ,-1, ,51112,1,BURGLARY-RESIDENCE/DAY/FORCE ENT/UNOCCUPIED,5515,IDAHO AVE,1, , ,5515,IDAHO,891770.4,995526.8
